     1 , 5202794.00
     2 , 5180396.50
     3 , 5254084.00
     4 , 5040842.00
     5 , 5068977.00
     6 , 4776325.50
     7 , 4630941.00
     8 , 4439665.50
     9 , 4313711.50
    10 , 4254683.00
    11 , 4004300.25
    12 , 3721746.75
    13 , 3501572.75
    14 , 3445083.75
    15 , 2892196.50
    16 , 2737797.50
    17 , 2468412.75
    18 , 2180002.25
    19 , 1849364.62
    20 , 1507236.50
    21 , 1284131.25
    22 ,  575429.56
    23 ,  741600.31
    24 ,  140636.27
    25 ,  -38419.58
    26 , -630992.56
    27 , -811201.12
    28 , -1026356.06
    29 , -1293323.00
    30 , -1748214.50
    31 , -1805724.62
    32 , -2262080.00
    33 , -2172316.50
    34 , -2661755.50
    35 , -3029922.25
    36 , -2956269.75
    37 , -3197791.00
    38 , -3468457.25
    39 , -3585467.50
    40 , -3748054.00
    41 , -3932983.75
    42 , -3971450.25
    43 , -4036167.25
    44 , -4032978.50
    45 , -4359184.00
    46 , -4230375.50
    47 , -4246446.00
    48 , -4153733.50
    49 , -4008893.50
    50 , -4151358.00
    51 , -4129414.50
    52 , -3858975.75
    53 , -3858130.25
    54 , -3685575.75
    55 , -3558558.50
    56 , -3517419.50
    57 , -3211149.50
    58 , -2993469.25
    59 , -2847139.00
    60 , -2561130.75
    61 , -2370819.25
    62 , -2018553.62
    63 , -1956437.88
    64 , -1518520.25
    65 , -1476601.88
    66 , -1057698.50
    67 , -893161.31
    68 , -590223.69
    69 , -467694.38
    70 , -175725.25
    71 ,  112867.90
    72 ,  370209.25
    73 ,  692639.31
    74 ,  999226.50
    75 , 1094173.12
    76 , 1575348.75
    77 , 1722413.38
    78 , 1927243.75
    79 , 1925980.50
    80 , 2227927.25
    81 , 2326492.00
    82 , 2534423.75
    83 , 2762728.50
    84 , 2680593.00
    85 , 2956908.25
    86 , 3019887.00
    87 , 3120699.50
    88 , 3036226.75
    89 , 3092839.00
    90 , 3233718.00
    91 , 3188470.50
    92 , 3106118.75
    93 , 2931739.00
    94 , 2960401.75
    95 , 2771061.75
    96 , 2863073.00
    97 , 2701068.75
    98 , 2493892.50
    99 , 2283800.50
   100 , 2426751.25
   101 , 2200621.75
   102 , 1857213.62
   103 , 1638925.38
   104 , 1229968.38
   105 , 1096400.25
   106 ,  906012.19
   107 ,  604059.50
   108 ,  473075.16
   109 ,   93471.76
   110 , -259247.17
   111 , -324258.44
   112 , -450967.84
   113 , -793137.38
   114 , -1200583.88
   115 , -1396302.00
   116 , -1758404.75
   117 , -1917034.88
   118 , -2134386.75
   119 , -2416019.75
   120 , -2466605.75
   121 , -2814965.25
   122 , -3072837.50
   123 , -3470494.25
   124 , -3435229.75
   125 , -3614246.25
   126 , -3741104.25
   127 , -3955970.00
   128 , -3982087.50
   129 , -4010119.75
   130 , -4198164.50
   131 , -4243416.00
   132 , -4073476.25
   133 , -4153731.75
   134 , -4334512.00
   135 , -4310889.50
   136 , -4172912.50
   137 , -3917790.50
   138 , -4025823.00
   139 , -3714930.50
   140 , -3641739.50
   141 , -3595015.25
   142 , -3379098.50
   143 , -3197072.00
   144 , -3216215.75
   145 , -2809161.50
   146 , -2502531.00
   147 , -2302892.75
   148 , -2250698.50
   149 , -1702299.62
   150 , -1631945.25
   151 , -1108048.12
   152 , -1092210.38
   153 , -693430.88
   154 , -238408.14
   155 ,  -60989.03
   156 ,  136064.30
   157 ,  610106.38
   158 ,  874832.31
   159 , 1098271.25
   160 , 1711847.88
   161 , 1866091.50
   162 , 2187827.00
